"year","month","tis99","tia30","tia10","til30","til10","ts","time"
1784,10,-2.22079,-1.66611,-1.83396,-2.21463,-2.08696,1784.79,"1784-10-15 00:00:00"
1784,11,0.313121,0.635096,0.628971,0.665421,0.261996,1784.88,"1784-11-15 00:00:00"
1784,12,-0.722663,-0.570081,-0.527781,-0.720861,-0.374483,1784.96,"1784-12-15 00:00:00"
1785,1,-0.355115,0.0216423,0.230342,0.0972304,-0.309374,1785.04,"1785-1-15 00:00:00"
1785,2,-1.20584,-1.26907,-0.721247,-1.04699,-0.296627,1785.12,"1785-2-15 00:00:00"
1785,3,-3.29564,-3.17186,-2.36918,-3.31618,-2.74614,1785.21,"1785-3-15 00:00:00"
1785,4,-1.9265,-1.66802,-1.31824,-1.45081,-1.36951,1785.29,"1785-4-15 00:00:00"
1785,5,-0.458025,-0.589006,-0.843816,-0.771867,-2.19968,1785.38,"1785-5-15 00:00:00"
1785,6,-0.720453,-1.26291,-1.1422,-0.897654,-1.79542,1785.46,"1785-6-15 00:00:00"
1785,7,-0.679408,-0.805791,-1.11397,-0.668005,-1.60176,1785.54,"1785-7-15 00:00:00"
1785,8,-0.769976,-1.29273,-1.53015,-1.81285,-1.51766,1785.62,"1785-8-15 00:00:00"
1785,9,1.36477,1.34231,1.02636,0.965685,0.404487,1785.71,"1785-9-15 00:00:00"
1785,10,-0.414644,0.0271762,-0.0580558,-0.350266,0.473151,1785.79,"1785-10-15 00:00:00"
1785,11,0.129469,0.414333,0.273725,0.312904,0.346007,1785.88,"1785-11-15 00:00:00"
1785,12,-0.317742,-0.0405692,-0.042793,-0.176141,0.512947,1785.96,"1785-12-15 00:00:00"
1786,1,0.0269887,0.465519,0.459566,0.593133,-0.153842,1786.04,"1786-1-15 00:00:00"
1786,2,-0.0897477,0.0607172,0.41256,0.624577,0.792589,1786.12,"1786-2-15 00:00:00"
1786,3,-1.38948,-1.14809,-0.741702,-0.912483,0.502236,1786.21,"1786-3-15 00:00:00"
1786,4,0.732227,0.952005,0.748081,1.28858,1.38531,1786.29,"1786-4-15 00:00:00"
1786,5,-0.65427,-0.819516,-1.45525,-0.92495,-2.08588,1786.38,"1786-5-15 00:00:00"
1786,6,0.643068,0.532467,0.493908,0.919037,0.0817365,1786.46,"1786-6-15 00:00:00"
1786,7,-1.52024,-1.58546,-1.59553,-1.45065,-1.77711,1786.54,"1786-7-15 00:00:00"
1786,8,-1.07948,-1.61635,-1.51909,-1.87665,-1.37579,1786.62,"1786-8-15 00:00:00"
1786,9,-1.15255,-1.21729,-1.45294,-1.89894,-2.75294,1786.71,"1786-9-15 00:00:00"
1786,10,-1.75253,-1.14922,-1.1394,-1.56662,-0.885099,1786.79,"1786-10-15 00:00:00"
1786,11,-2.31921,-2.20156,-2.03363,-2.36989,-2.3203,1786.88,"1786-11-15 00:00:00"
1786,12,-0.196266,0.0804876,0.0433856,-0.0749937,0.696619,1786.96,"1786-12-15 00:00:00"
1787,1,-0.598272,-0.207441,-0.313629,-0.226289,-0.610939,1787.04,"1787-1-15 00:00:00"
1787,2,0.410568,0.642427,0.750704,1.12143,0.884815,1787.12,"1787-2-15 00:00:00"
1787,3,0.565563,0.796555,0.694105,1.14389,2.21687,1787.21,"1787-3-15 00:00:00"
1787,4,-0.899262,-0.620628,-0.604023,-0.428453,-0.214777,1787.29,"1787-4-15 00:00:00"
1787,5,-1.17759,-1.3769,-1.72539,-1.3812,-1.76775,1787.38,"1787-5-15 00:00:00"
1787,6,0.415815,0.278166,0.082631,0.414705,-0.37335,1787.46,"1787-6-15 00:00:00"
1787,7,-0.679408,-0.679798,-0.788315,-0.47751,-0.330431,1787.54,"1787-7-15 00:00:00"
1787,8,0.00378218,-0.154841,-0.338688,-0.206331,1.10525,1787.62,"1787-8-15 00:00:00"
1787,9,-0.444553,-0.491635,-0.8026,-1.02591,-1.19456,1787.71,"1787-9-15 00:00:00"
1787,10,0.856345,1.19124,1.02603,0.990727,1.85479,1787.79,"1787-10-15 00:00:00"
1787,11,0.00703539,0.312972,0.302281,0.464867,1.2885,1787.88,"1787-11-15 00:00:00"
1787,12,0.775544,1.2247,0.982658,1.16336,1.79955,1787.96,"1787-12-15 00:00:00"
1788,1,0.548039,0.95642,0.942054,1.02647,0.910219,1788.04,"1788-1-15 00:00:00"
1788,2,-0.0897477,0.0468713,0.196798,0.412179,0.223673,1788.12,"1788-2-15 00:00:00"
1788,3,-0.411958,-0.15928,-0.0109253,0.0364568,0.965693,1788.21,"1788-3-15 00:00:00"
1788,4,0.0675463,0.320906,0.269543,0.553635,1.12316,1788.29,"1788-4-15 00:00:00"
1788,5,0.457782,0.645837,0.388709,0.777531,1.71027,1788.38,"1788-5-15 00:00:00"
1788,6,0.946073,1.01054,0.683963,1.00448,0.530712,1788.46,"1788-6-15 00:00:00"
1788,7,1.14238,1.48142,1.18627,1.59917,2.18441,1788.54,"1788-7-15 00:00:00"
1788,8,-0.847352,-1.20565,-1.016,-1.31227,0.119799,1788.62,"1788-8-15 00:00:00"
1788,9,0.971442,0.935937,0.467102,0.607679,0.848953,1788.71,"1788-9-15 00:00:00"
1788,10,-0.414644,-0.0586334,-0.0851257,-0.243679,0.343086,1788.79,"1788-10-15 00:00:00"
1788,11,-1.40096,-1.13139,-0.913025,-1.11055,-0.453191,1788.88,"1788-11-15 00:00:00"
1788,12,-4.08351,-3.48924,-2.45176,-3.71519,-2.63665,1788.96,"1788-12-15 00:00:00"
1789,1,-1.01511,-0.664091,-0.854679,-0.703334,-1.25167,1789.04,"1789-1-15 00:00:00"
1789,2,0.602997,0.874641,0.970698,1.22073,1.00381,1789.12,"1789-2-15 00:00:00"
1789,3,-2.31812,-1.86285,-1.15584,-1.76543,-0.592578,1789.21,"1789-3-15 00:00:00"
1789,4,-0.0533047,0.206244,0.352282,0.419047,0.783246,1789.29,"1789-4-15 00:00:00"
1789,5,1.30817,1.56532,1.33012,1.57101,2.10731,1789.38,"1789-5-15 00:00:00"
1789,6,-0.720453,-1.21655,-1.46308,-1.464,-1.83629,1789.46,"1789-6-15 00:00:00"
1789,7,-0.329063,-0.270897,-0.385047,-0.332639,-0.137257,1789.54,"1789-7-15 00:00:00"
1789,8,0.00378218,-0.0679601,-0.0496488,-0.0847975,1.69236,1789.62,"1789-8-15 00:00:00"
1789,9,0.106112,0.0222975,-0.416921,-0.367851,0.030702,1789.71,"1789-9-15 00:00:00"
1789,10,-0.280856,0.101414,0.188203,-0.0488202,0.665535,1789.79,"1789-10-15 00:00:00"
1789,11,-0.482701,-0.211525,0.0964126,-0.0365163,0.698493,1789.88,"1789-11-15 00:00:00"
1789,12,0.4921,0.737064,0.879011,0.976471,1.57402,1789.96,"1789-12-15 00:00:00"
1790,1,0.409092,0.847584,0.635206,0.820945,0.836652,1790.04,"1790-1-15 00:00:00"
1790,2,0.949369,1.20202,1.08003,1.39517,0.610289,1790.12,"1790-2-15 00:00:00"
1790,3,0.321183,0.606764,0.91218,0.913041,1.76278,1790.21,"1790-3-15 00:00:00"
1790,4,-1.20139,-0.886705,-0.772626,-0.768975,-0.832482,1790.29,"1790-4-15 00:00:00"
1790,5,1.04652,1.20015,0.901127,1.06763,1.03665,1790.38,"1790-5-15 00:00:00"
1790,6,0.340064,0.276879,-0.196798,0.0799755,0.52665,1790.46,"1790-6-15 00:00:00"
1790,7,-1.23996,-1.38865,-1.15852,-1.62507,-0.908414,1790.54,"1790-7-15 00:00:00"
1790,8,-0.228345,-0.3561,-0.177084,-0.430814,1.09322,1790.62,"1790-8-15 00:00:00"
1790,9,-0.995218,-1.07458,-1.43912,-1.56845,-1.32673,1790.71,"1790-9-15 00:00:00"
1790,10,-0.34775,0.0509305,0.238281,-0.193767,0.211919,1790.79,"1790-10-15 00:00:00"
1790,11,-0.850003,-0.58176,-0.231822,-0.301722,0.0908971,1790.88,"1790-11-15 00:00:00"
1790,12,0.451608,0.732509,0.723401,0.914954,0.88796,1790.96,"1790-12-15 00:00:00"
1791,1,1.13856,1.52281,1.19145,1.45106,1.40823,1791.04,"1791-1-15 00:00:00"
1791,2,0.218139,0.374377,0.339216,0.424561,-0.497108,1791.12,"1791-2-15 00:00:00"
1791,3,0.370059,0.683418,0.976102,0.891005,1.12215,1791.21,"1791-3-15 00:00:00"
1791,4,1.09478,1.31849,1.46361,1.51233,1.84031,1791.29,"1791-4-15 00:00:00"
1791,5,-0.588855,-0.658842,-0.809335,-1.04428,-1.15415,1791.38,"1791-5-15 00:00:00"
1791,6,-0.493199,-0.836321,-1.12977,-1.21569,-0.409974,1791.46,"1791-6-15 00:00:00"
1791,7,-0.329063,-0.203757,-0.189136,-0.308046,0.686774,1791.54,"1791-7-15 00:00:00"
1791,8,0.854916,1.0683,1.6461,1.01949,2.7041,1791.62,"1791-8-15 00:00:00"
1791,9,-0.759219,-0.769421,-0.972538,-1.24714,-0.161073,1791.71,"1791-9-15 00:00:00"
1791,10,-0.34775,0.0113401,0.223704,-0.238778,-0.146113,1791.79,"1791-10-15 00:00:00"
1791,11,-1.15609,-0.878489,-0.42125,-0.597148,-0.188798,1791.88,"1791-11-15 00:00:00"
1791,12,0.00619468,0.263379,0.392437,0.314298,0.320534,1791.96,"1791-12-15 00:00:00"
1792,1,0.0617254,0.426894,0.131809,0.119478,-0.124546,1792.04,"1792-1-15 00:00:00"
1792,2,-0.628549,-0.597138,-0.723627,-0.648781,-1.6917,1792.12,"1792-2-15 00:00:00"
1792,3,0.0768026,0.36051,0.673652,0.447858,0.236183,1792.21,"1792-3-15 00:00:00"
1792,4,0.792652,1.0639,0.964408,1.07263,0.598144,1792.29,"1792-4-15 00:00:00"
1792,5,-0.719685,-0.762493,-0.891847,-1.15526,-1.02856,1792.38,"1792-5-15 00:00:00"
1792,6,-0.0386922,-0.188498,-0.339445,-0.521723,0.482009,1792.46,"1792-6-15 00:00:00"
1792,7,0.231488,0.533257,0.46985,0.486652,1.22169,1792.54,"1792-7-15 00:00:00"
1792,8,0.468037,0.508995,0.899098,0.308446,0.74461,1792.62,"1792-8-15 00:00:00"
1792,9,-1.07388,-1.06426,-1.06975,-1.48531,-0.315987,1792.71,"1792-9-15 00:00:00"
1792,10,-0.615326,-0.306741,-0.130372,-0.440963,-0.540733,1792.79,"1792-10-15 00:00:00"
1792,11,-0.543918,-0.2209,0.120589,0.205959,0.483107,1792.88,"1792-11-15 00:00:00"
1792,12,0.127671,0.338512,0.431061,0.484577,0.171672,1792.96,"1792-12-15 00:00:00"
1793,1,-0.563535,-0.291202,-0.426666,-0.685984,-1.23667,1793.04,"1793-1-15 00:00:00"
1793,2,0.641483,0.885442,0.881839,0.902794,0.574469,1793.12,"1793-2-15 00:00:00"
1793,3,-0.314206,-0.0350651,0.334668,0.096574,-0.483628,1793.21,"1793-3-15 00:00:00"
1793,4,-1.20139,-0.874263,-0.717048,-1.10755,-1.65346,1793.29,"1793-4-15 00:00:00"
1793,5,-0.850514,-0.930228,-0.851993,-1.23259,-0.650701,1793.38,"1793-5-15 00:00:00"
1793,6,-1.32646,-1.82416,-1.74563,-2.13626,-1.51248,1793.46,"1793-6-15 00:00:00"
1793,7,0.932177,1.36747,1.3953,1.26621,1.76231,1793.54,"1793-7-15 00:00:00"
1793,8,0.390661,0.414845,0.877726,0.264863,0.29185,1793.62,"1793-8-15 00:00:00"
1793,9,-0.837885,-0.837218,-0.678014,-1.06579,0.518838,1793.71,"1793-9-15 00:00:00"
1793,10,0.856345,1.15762,1.37745,1.20963,1.3829,1793.79,"1793-10-15 00:00:00"
1793,11,0.00703539,0.3755,0.774597,0.89468,1.31907,1793.88,"1793-11-15 00:00:00"
1793,12,0.613576,0.83315,0.636292,0.999506,0.311278,1793.96,"1793-12-15 00:00:00"
1794,1,0.0964621,0.493335,0.192136,0.210797,-0.575959,1794.04,"1794-1-15 00:00:00"
1794,2,1.02634,1.32588,1.19536,1.18181,0.337876,1794.12,"1794-2-15 00:00:00"
1794,3,1.34758,1.46853,1.30022,1.66701,0.790966,1794.21,"1794-3-15 00:00:00"
1794,4,2.06159,2.05142,1.69576,2.02196,1.46312,1794.29,"1794-4-15 00:00:00"
1794,5,0.130708,0.266648,0.333065,0.112024,0.668231,1794.38,"1794-5-15 00:00:00"
1794,6,0.718819,0.848031,0.981309,0.779299,1.75178,1794.46,"1794-6-15 00:00:00"
1794,7,1.84307,2.30728,1.75836,2.18231,1.71833,1794.54,"1794-7-15 00:00:00"
1794,8,-0.537849,-0.940935,-0.573673,-1.15889,-2.21599,1794.62,"1794-8-15 00:00:00"
1794,9,-1.23122,-1.31582,-0.89653,-1.34245,0.148922,1794.71,"1794-9-15 00:00:00"
1794,10,-0.34775,-0.138243,-0.0905357,-0.115416,-1.16508,1794.79,"1794-10-15 00:00:00"
1794,11,0.251904,0.607365,1.09006,1.10591,1.21999,1794.88,"1794-11-15 00:00:00"
1794,12,-1.24906,-0.999628,-0.632515,-1.00672,-1.06534,1794.96,"1794-12-15 00:00:00"
1795,1,-2.50879,-2.20408,-2.24357,-2.73291,-2.69107,1795.04,"1795-1-15 00:00:00"
1795,2,-0.474606,-0.470088,-1.28293,-0.869262,-2.26208,1795.12,"1795-2-15 00:00:00"
1795,3,-0.607462,-0.335177,-0.356581,-0.321486,-1.77385,1795.21,"1795-3-15 00:00:00"
1795,4,1.21563,1.22997,0.859181,0.995232,0.163256,1795.29,"1795-4-15 00:00:00"
1795,5,-0.65427,-0.705594,-0.566371,-0.963496,-0.663046,1795.38,"1795-5-15 00:00:00"
1795,6,0.718819,0.819202,0.802169,0.650078,1.22644,1795.46,"1795-6-15 00:00:00"
1795,7,-1.52024,-1.65131,-1.17732,-2.28255,-2.34059,1795.54,"1795-7-15 00:00:00"
1795,8,0.158534,0.0709778,0.39695,0.0744302,-0.571097,1795.62,"1795-8-15 00:00:00"
1795,9,0.971442,1.02627,1.68095,1.36143,2.68345,1795.71,"1795-9-15 00:00:00"
1795,10,2.06044,2.18165,2.01015,2.31463,2.11754,1795.79,"1795-10-15 00:00:00"
1795,11,-0.605135,-0.329053,0.13524,0.0981359,-0.696878,1795.88,"1795-11-15 00:00:00"
1795,12,1.09948,1.23667,0.857758,1.39913,0.788883,1795.96,"1795-12-15 00:00:00"
1796,1,1.8333,2.12941,1.56904,1.97694,2.13087,1796.04,"1796-1-15 00:00:00"
1796,2,0.372082,0.509963,0.124291,0.313819,0.19172,1796.12,"1796-2-15 00:00:00"
1796,3,-1.48723,-1.10631,-1.1777,-1.14576,-1.72596,1796.21,"1796-3-15 00:00:00"
1796,4,-0.355432,-0.113585,-0.455971,-0.631263,-1.28504,1796.29,"1796-4-15 00:00:00"
1796,5,0.457782,0.6537,0.602973,0.550856,0.882544,1796.38,"1796-5-15 00:00:00"
1796,6,-0.265946,-0.435869,-0.404435,-0.743403,-0.184007,1796.46,"1796-6-15 00:00:00"
1796,7,-0.329063,-0.263752,-0.282302,-0.557066,-0.726904,1796.54,"1796-7-15 00:00:00"
1796,8,0.622789,0.704354,1.0138,0.708382,0.331937,1796.62,"1796-8-15 00:00:00"
1796,9,1.36477,1.36854,1.60039,1.63462,1.74178,1796.71,"1796-9-15 00:00:00"
1796,10,-0.34775,-0.181622,-0.526796,-0.356917,-1.51138,1796.79,"1796-10-15 00:00:00"
1796,11,-0.543918,-0.248283,-0.023469,0.227444,-1.16954,1796.88,"1796-11-15 00:00:00"
1796,12,-1.24906,-0.996666,-0.612537,-0.962282,-1.04386,1796.96,"1796-12-15 00:00:00"
1797,1,0.339619,0.612986,0.255486,0.251269,0.26095,1797.04,"1797-1-15 00:00:00"
1797,2,0.141167,0.271721,-0.241363,0.01941,-0.121945,1797.12,"1797-2-15 00:00:00"
1797,3,-0.558586,-0.22418,-0.196985,-0.155111,-0.175314,1797.21,"1797-3-15 00:00:00"
1797,4,0.853078,0.906122,0.493059,0.429873,-0.0674147,1797.29,"1797-4-15 00:00:00"
1797,5,1.24276,1.50267,1.25002,1.36392,1.63579,1797.38,"1797-5-15 00:00:00"
1797,6,-0.796204,-1.15263,-0.927889,-1.37484,-0.83198,1797.46,"1797-6-15 00:00:00"
1797,7,1.14238,1.36049,0.899207,1.2016,0.938398,1797.54,"1797-7-15 00:00:00"
1797,8,1.00967,1.19239,1.36795,1.15436,1.03927,1797.62,"1797-8-15 00:00:00"
1797,9,0.735443,0.680161,0.802097,0.772225,0.586098,1797.71,"1797-9-15 00:00:00"
1797,10,0.0536152,0.212257,0.0325348,0.0685989,-0.459778,1797.79,"1797-10-15 00:00:00"
1797,11,-0.176616,0.220448,0.741614,0.686709,0.249423,1797.88,"1797-11-15 00:00:00"
1797,12,0.532592,0.651231,0.561108,0.883729,0.330532,1797.96,"1797-12-15 00:00:00"
1798,1,0.339619,0.564567,0.27478,0.298226,0.25187,1798.04,"1798-1-15 00:00:00"
1798,2,0.526025,0.715982,0.344677,0.374274,0.60902,1798.12,"1798-2-15 00:00:00"
1798,3,-0.167578,0.118135,0.163113,0.228394,0.10273,1798.21,"1798-3-15 00:00:00"
1798,4,0.732227,0.761541,0.316564,0.247722,-0.180114,1798.29,"1798-4-15 00:00:00"
1798,5,0.719441,0.821512,0.592528,0.616092,0.784153,1798.38,"1798-5-15 00:00:00"
1798,6,0.79457,0.882815,1.22242,0.924287,1.54554,1798.46,"1798-6-15 00:00:00"
1798,7,-0.0487878,0.00266793,-0.0806276,-0.309942,-0.371894,1798.54,"1798-7-15 00:00:00"
1798,8,0.700165,0.714866,0.722919,0.550899,-0.242543,1798.62,"1798-8-15 00:00:00"
1798,9,0.892776,0.789205,0.974102,0.854048,0.566259,1798.71,"1798-9-15 00:00:00"
1798,10,-0.0801731,0.067948,-0.173606,-0.104564,-0.82318,1798.79,"1798-10-15 00:00:00"
1798,11,-0.482701,-0.103281,-0.0604245,0.173896,-1.2085,1798.88,"1798-11-15 00:00:00"
1798,12,-1.89693,-1.54037,-1.79623,-1.40217,-2.75155,1798.96,"1798-12-15 00:00:00"
1799,1,-1.67511,-1.43902,-1.27989,-1.734,-1.51181,1799.04,"1799-1-15 00:00:00"
1799,2,-1.01341,-1.12418,-1.74351,-1.58179,-1.77958,1799.12,"1799-2-15 00:00:00"
1799,3,-1.09622,-0.724933,-1.09862,-0.606156,-1.25749,1799.21,"1799-3-15 00:00:00"
1799,4,-1.32224,-0.993607,-1.32909,-1.70385,-1.84604,1799.29,"1799-4-15 00:00:00"
1799,5,-1.243,-1.44873,-1.3648,-1.74334,-1.65086,1799.38,"1799-5-15 00:00:00"
1799,6,-1.32646,-1.78837,-1.42323,-1.84184,-1.86238,1799.46,"1799-6-15 00:00:00"
1799,7,-0.959684,-0.99416,-0.858491,-1.31802,-1.29488,1799.54,"1799-7-15 00:00:00"
1799,8,-0.150969,-0.501219,-0.947206,-0.699338,-1.67648,1799.62,"1799-8-15 00:00:00"
1799,9,-0.52322,-0.698817,-0.374614,-0.644794,-1.92457,1799.71,"1799-9-15 00:00:00"
1799,10,-0.481538,-0.439453,-0.635551,-0.536032,-1.06222,1799.79,"1799-10-15 00:00:00"
1799,11,-0.115399,0.343272,0.730189,0.557123,0.20752,1799.88,"1799-11-15 00:00:00"
1799,12,-2.22087,-1.67703,-1.57548,-1.44634,-1.25796,1799.96,"1799-12-15 00:00:00"
1800,1,-0.216168,0.0471459,-0.0801073,-0.105906,0.344926,1800.04,"1800-1-15 00:00:00"
1800,2,-0.974921,-1.02901,-1.34887,-1.33282,-0.99602,1800.12,"1800-2-15 00:00:00"
1800,3,-2.07374,-1.57873,-1.67505,-1.41783,-1.36367,1800.21,"1800-3-15 00:00:00"
1800,4,2.72627,2.23302,1.58929,1.93902,1.82606,1800.29,"1800-4-15 00:00:00"
1800,5,1.56983,1.65658,1.62665,1.62545,1.81883,1800.38,"1800-5-15 00:00:00"
1800,6,-2.00822,-2.36316,-1.64787,-2.25905,-1.6619,1800.46,"1800-6-15 00:00:00"
1800,7,-0.959684,-0.979362,-0.91084,-1.15191,-0.948405,1800.54,"1800-7-15 00:00:00"
1800,8,0.77754,0.785463,0.72109,0.735443,0.63574,1800.62,"1800-8-15 00:00:00"
1800,9,0.57811,0.497822,0.576133,0.614353,-0.467428,1800.71,"1800-9-15 00:00:00"
1800,10,-0.615326,-0.568207,-0.749301,-0.441051,-0.852836,1800.79,"1800-10-15 00:00:00"
1800,11,0.680423,1.23407,1.84602,1.35871,1.6617,1800.88,"1800-11-15 00:00:00"
1800,12,-0.358234,-0.0308323,0.0893459,0.418692,1.23482,1800.96,"1800-12-15 00:00:00"
1801,1,0.513302,0.749606,0.574812,0.611447,0.880979,1801.04,"1801-1-15 00:00:00"
1801,2,-0.474606,-0.465423,-0.540821,-0.602198,0.101368,1801.12,"1801-2-15 00:00:00"
1801,3,0.712191,0.895344,1.122,1.50415,2.32506,1801.21,"1801-3-15 00:00:00"
1801,4,0.0675463,0.0174775,-0.375723,-0.579402,-0.534308,1801.29,"1801-4-15 00:00:00"
1801,5,1.24276,1.30214,1.04436,1.10675,0.349687,1801.38,"1801-5-15 00:00:00"
1801,6,-1.25071,-1.41758,-0.764141,-0.962273,-0.278357,1801.46,"1801-6-15 00:00:00"
1801,7,-0.679408,-0.656098,-0.60148,-0.659338,-0.0190601,1801.54,"1801-7-15 00:00:00"
1801,8,-0.460473,-1.0494,-1.42846,-1.16447,-1.6795,1801.62,"1801-8-15 00:00:00"
1801,9,0.814109,0.708778,0.663751,0.720497,-0.263732,1801.71,"1801-9-15 00:00:00"
1801,10,0.789451,0.923817,0.768672,1.13706,1.12239,1801.79,"1801-10-15 00:00:00"
1801,11,-0.0541817,0.347942,0.253703,0.319782,-0.773773,1801.88,"1801-11-15 00:00:00"
1801,12,0.0871788,0.373347,0.473656,0.757435,1.32808,1801.96,"1801-12-15 00:00:00"
1802,1,-1.04985,-0.790847,-0.618961,-1.02192,-0.788765,1802.04,"1802-1-15 00:00:00"
1802,2,-0.282177,-0.212323,-0.330958,-0.237702,0.687554,1802.12,"1802-2-15 00:00:00"
1802,3,0.0768026,0.315289,0.49057,0.853769,0.987368,1802.21,"1802-3-15 00:00:00"
1802,4,0.248823,0.146354,-0.194756,-0.277876,-0.315185,1802.29,"1802-4-15 00:00:00"
1802,5,-0.850514,-1.07198,-1.00461,-1.54617,-2.02093,1802.38,"1802-5-15 00:00:00"
1802,6,0.0370589,0.0456782,0.499991,0.843803,1.35335,1802.46,"1802-6-15 00:00:00"
1802,7,-1.09982,-1.07633,-0.834498,-0.990034,-0.0834334,1802.54,"1802-7-15 00:00:00"
1802,8,1.47392,1.67336,1.65756,1.8738,1.88045,1802.62,"1802-8-15 00:00:00"
1802,9,0.106112,-0.0255431,-0.207845,-0.093673,-1.20048,1802.71,"1802-9-15 00:00:00"
1802,10,1.45839,1.64181,1.23346,1.7179,1.52757,1802.79,"1802-10-15 00:00:00"
1802,11,0.190687,0.713208,0.690268,0.648946,0.203389,1802.88,"1802-11-15 00:00:00"
1802,12,0.249147,0.518019,0.601459,0.795445,1.11138,1802.96,"1802-12-15 00:00:00"
1803,1,-1.84879,-1.46894,-1.08057,-1.65888,-1.13198,1803.04,"1803-1-15 00:00:00"
1803,2,-1.62918,-1.7384,-1.67187,-1.78095,-1.24548,1803.12,"1803-2-15 00:00:00"
1803,3,-0.607462,-0.307227,-0.160134,0.131933,0.0307722,1803.21,"1803-3-15 00:00:00"
1803,4,1.33648,1.03772,0.493597,0.707423,0.576099,1803.29,"1803-4-15 00:00:00"
1803,5,-1.63549,-1.78601,-1.5287,-2.031,-1.92706,1803.38,"1803-5-15 00:00:00"
1803,6,-0.947706,-1.0317,-0.522288,-0.43363,0.0937382,1803.46,"1803-6-15 00:00:00"
1803,7,0.72197,0.850414,0.831483,1.14729,1.87464,1803.54,"1803-7-15 00:00:00"
1803,8,0.622789,0.442535,0.308226,0.492959,-0.207377,1803.62,"1803-8-15 00:00:00"
1803,9,-1.93922,-1.99835,-1.96952,-2.14806,-2.51131,1803.71,"1803-9-15 00:00:00"
1803,10,-0.749115,-0.675725,-0.972142,-0.991572,-1.06234,1803.79,"1803-10-15 00:00:00"
1803,11,0.00703539,0.492886,0.230089,0.193658,-0.358093,1803.88,"1803-11-15 00:00:00"
1803,12,-0.115282,0.225735,0.36339,0.373393,0.472685,1803.96,"1803-12-15 00:00:00"
1804,1,1.13856,1.35976,1.03142,1.30847,1.43514,1804.04,"1804-1-15 00:00:00"
1804,2,-0.744006,-0.668793,-0.428863,-0.459934,1.02064,1804.12,"1804-2-15 00:00:00"
1804,3,-1.58498,-1.13349,-1.00666,-0.748455,-1.00694,1804.21,"1804-3-15 00:00:00"
1804,4,-0.65756,-0.632166,-0.989588,-1.17641,-0.952118,1804.29,"1804-4-15 00:00:00"
1804,5,0.719441,0.717244,0.488763,0.683521,0.908315,1804.38,"1804-5-15 00:00:00"
1804,6,0.0370589,0.0849771,0.585178,0.960381,1.58211,1804.46,"1804-6-15 00:00:00"
1804,7,-0.329063,-0.300521,0.0927135,-0.0502376,0.453039,1804.54,"1804-7-15 00:00:00"
1804,8,-0.615224,-1.24644,-1.54598,-1.25786,-2.10954,1804.62,"1804-8-15 00:00:00"
1804,9,0.735443,0.637353,0.37609,0.754637,1.29822,1804.71,"1804-9-15 00:00:00"
1804,10,-0.0801731,0.0462034,-0.299864,-0.250504,-0.106494,1804.79,"1804-10-15 00:00:00"
1804,11,-1.58461,-1.65678,-2.19624,-2.0311,-2.82007,1804.88,"1804-11-15 00:00:00"
1804,12,-1.81595,-1.25038,-1.08656,-1.21143,-1.31227,1804.96,"1804-12-15 00:00:00"
1805,1,-1.22353,-0.825357,-0.842452,-1.08681,-0.838993,1805.04,"1805-1-15 00:00:00"
1805,2,-0.667035,-0.529985,-0.284491,-0.321835,0.917947,1805.12,"1805-2-15 00:00:00"
1805,3,-0.802966,-0.37077,-0.0524405,0.0670505,-0.154168,1805.21,"1805-3-15 00:00:00"
1805,4,-1.32224,-1.16558,-1.24192,-1.6395,-1.2391,1805.29,"1805-4-15 00:00:00"
1805,5,-1.70091,-1.78084,-1.3761,-1.89264,-1.34017,1805.38,"1805-5-15 00:00:00"
1805,6,-1.70522,-1.75177,-1.09255,-1.22253,-0.827638,1805.46,"1805-6-15 00:00:00"
1805,7,-1.52024,-1.47852,-1.34013,-1.24123,-1.57067,1805.54,"1805-7-15 00:00:00"
1805,8,-1.38898,-2.06288,-1.87771,-1.99873,-2.00767,1805.62,"1805-8-15 00:00:00"
1805,9,0.106112,0.0354657,-0.192254,0.112404,0.731821,1805.71,"1805-9-15 00:00:00"
1805,10,-2.75594,-2.45498,-2.25268,-2.76417,-2.29246,1805.79,"1805-10-15 00:00:00"
1805,11,-2.13556,-2.16372,-2.0373,-2.19627,-2.32632,1805.88,"1805-11-15 00:00:00"
1805,12,-0.196266,0.171984,0.500859,0.409097,0.735481,1805.96,"1805-12-15 00:00:00"
1806,1,1.03435,1.22462,1.17357,1.13587,1.89957,1806.04,"1806-1-15 00:00:00"
1806,2,0.487539,0.845952,1.37126,1.00535,2.40693,1806.12,"1806-2-15 00:00:00"
1806,3,-0.216454,0.20217,0.511588,0.613663,0.510703,1806.21,"1806-3-15 00:00:00"
1806,4,-1.80564,-1.47063,-1.34998,-1.74908,-1.22321,1806.29,"1806-4-15 00:00:00"
1806,5,1.17735,1.1171,0.798494,1.38596,1.67719,1806.38,"1806-5-15 00:00:00"
1806,6,-0.871955,-0.775368,-0.0788376,-0.079967,0.261588,1806.46,"1806-6-15 00:00:00"
1806,7,-0.889615,-0.770274,-0.506209,-0.377864,0.116964,1806.54,"1806-7-15 00:00:00"
1806,8,-0.537849,-0.924324,-0.755954,-0.677694,0.101143,1806.62,"1806-8-15 00:00:00"
1806,9,0.263444,0.165835,0.100374,0.193627,0.85286,1806.71,"1806-9-15 00:00:00"
