"year","month","tis99","tia30","tia10","til30","til10","ts","time"
1660,1,-2,-2,-2,-2,-2,1660.04,"1660-1-15 00:00:00"
1660,2,-2,-2,-2,-2,-2,1660.12,"1660-2-15 00:00:00"
1660,3,-1,-1,-1,-1,-1,1660.21,"1660-3-15 00:00:00"
1660,4,0,0,0,0,0,1660.29,"1660-4-15 00:00:00"
1660,5,0,0,0,0,0,1660.38,"1660-5-15 00:00:00"
1660,6,-2,-2,-2,-2,-2,1660.46,"1660-6-15 00:00:00"
1660,7,0,0,0,0,0,1660.54,"1660-7-15 00:00:00"
1660,8,2,2,2,2,2,1660.62,"1660-8-15 00:00:00"
1660,9,2,2,2,2,2,1660.71,"1660-9-15 00:00:00"
1660,10,-2,-2,-2,-2,-2,1660.79,"1660-10-15 00:00:00"
1660,11,-1,-1,-1,-1,-1,1660.88,"1660-11-15 00:00:00"
1660,12,0,0,0,0,0,1660.96,"1660-12-15 00:00:00"
1661,1,1,1,1,1,1,1661.04,"1661-1-15 00:00:00"
1661,2,2,2,2,2,2,1661.12,"1661-2-15 00:00:00"
1661,3,1,1,1,1,1,1661.21,"1661-3-15 00:00:00"
1661,4,2,2,2,2,2,1661.29,"1661-4-15 00:00:00"
1661,5,-1,-1,-1,-1,-1,1661.38,"1661-5-15 00:00:00"
1661,6,0,0,0,0,0,1661.46,"1661-6-15 00:00:00"
1661,7,2,2,2,2,2,1661.54,"1661-7-15 00:00:00"
1661,8,0,0,0,0,0,1661.62,"1661-8-15 00:00:00"
1661,9,0,0,0,0,0,1661.71,"1661-9-15 00:00:00"
1661,10,0,0,0,0,0,1661.79,"1661-10-15 00:00:00"
1661,11,2,2,2,2,2,1661.88,"1661-11-15 00:00:00"
1661,12,2,2,2,2,2,1661.96,"1661-12-15 00:00:00"
1662,1,1,1,1,1,1,1662.04,"1662-1-15 00:00:00"
1662,2,2,2,2,2,2,1662.12,"1662-2-15 00:00:00"
1662,3,1,1,1,1,1,1662.21,"1662-3-15 00:00:00"
1662,4,1,1,1,1,1,1662.29,"1662-4-15 00:00:00"
1662,5,-2,-2,-2,-2,-2,1662.38,"1662-5-15 00:00:00"
1662,6,0,0,0,0,0,1662.46,"1662-6-15 00:00:00"
1662,7,-1,-1,-1,-1,-1,1662.54,"1662-7-15 00:00:00"
1662,8,-1,-1,-1,-1,-1,1662.62,"1662-8-15 00:00:00"
1662,9,-1,-1,-1,-1,-1,1662.71,"1662-9-15 00:00:00"
1662,10,0,0,0,0,0,1662.79,"1662-10-15 00:00:00"
1662,11,0,0,0,0,0,1662.88,"1662-11-15 00:00:00"
1662,12,-2,-2,-2,-2,-2,1662.96,"1662-12-15 00:00:00"
1663,1,-2,-2,-2,-2,-2,1663.04,"1663-1-15 00:00:00"
1663,2,-2,-2,-2,-2,-2,1663.12,"1663-2-15 00:00:00"
1663,3,-1,-1,-1,-1,-1,1663.21,"1663-3-15 00:00:00"
1663,4,-1,-1,-1,-1,-1,1663.29,"1663-4-15 00:00:00"
1663,5,-1,-1,-1,-1,-1,1663.38,"1663-5-15 00:00:00"
1663,6,-2,-2,-2,-2,-2,1663.46,"1663-6-15 00:00:00"
1663,7,-1,-1,-1,-1,-1,1663.54,"1663-7-15 00:00:00"
1663,8,-1,-1,-1,-1,-1,1663.62,"1663-8-15 00:00:00"
1663,9,0,0,0,0,0,1663.71,"1663-9-15 00:00:00"
1663,10,-1,-1,-1,-1,-1,1663.79,"1663-10-15 00:00:00"
1663,11,0,0,0,0,0,1663.88,"1663-11-15 00:00:00"
1663,12,1,1,1,1,1,1663.96,"1663-12-15 00:00:00"
1664,1,0,0,0,0,0,1664.04,"1664-1-15 00:00:00"
1664,2,0,0,0,0,0,1664.12,"1664-2-15 00:00:00"
1664,3,0,0,0,0,0,1664.21,"1664-3-15 00:00:00"
1664,4,-1,-1,-1,-1,-1,1664.29,"1664-4-15 00:00:00"
1664,5,0,0,0,0,0,1664.38,"1664-5-15 00:00:00"
1664,6,1,1,1,1,1,1664.46,"1664-6-15 00:00:00"
1664,7,1,1,1,1,1,1664.54,"1664-7-15 00:00:00"
1664,8,-1,-1,-1,-1,-1,1664.62,"1664-8-15 00:00:00"
1664,9,-1,-1,-1,-1,-1,1664.71,"1664-9-15 00:00:00"
1664,10,-1,-1,-1,-1,-1,1664.79,"1664-10-15 00:00:00"
1664,11,-2,-2,-2,-2,-2,1664.88,"1664-11-15 00:00:00"
1664,12,-1,-1,-1,-1,-1,1664.96,"1664-12-15 00:00:00"
1665,1,-3,-3,-3,-3,-3,1665.04,"1665-1-15 00:00:00"
1665,2,-2,-2,-2,-2,-2,1665.12,"1665-2-15 00:00:00"
1665,3,-3,-3,-3,-3,-3,1665.21,"1665-3-15 00:00:00"
1665,4,0,0,0,0,0,1665.29,"1665-4-15 00:00:00"
1665,5,0,0,0,0,0,1665.38,"1665-5-15 00:00:00"
1665,6,0,0,0,0,0,1665.46,"1665-6-15 00:00:00"
1665,7,0,0,0,0,0,1665.54,"1665-7-15 00:00:00"
1665,8,-1,-1,-1,-1,-1,1665.62,"1665-8-15 00:00:00"
1665,9,0,0,0,0,0,1665.71,"1665-9-15 00:00:00"
1665,10,-2,-2,-2,-2,-2,1665.79,"1665-10-15 00:00:00"
1665,11,0,0,0,0,0,1665.88,"1665-11-15 00:00:00"
1665,12,0,0,0,0,0,1665.96,"1665-12-15 00:00:00"
1666,1,-1,-1,-1,-1,-1,1666.04,"1666-1-15 00:00:00"
1666,2,0,0,0,0,0,1666.12,"1666-2-15 00:00:00"
1666,3,-2,-2,-2,-2,-2,1666.21,"1666-3-15 00:00:00"
1666,4,2,2,2,2,2,1666.29,"1666-4-15 00:00:00"
1666,5,2,2,2,2,2,1666.38,"1666-5-15 00:00:00"
1666,6,2,2,2,2,2,1666.46,"1666-6-15 00:00:00"
1666,7,2,2,2,2,2,1666.54,"1666-7-15 00:00:00"
1666,8,0,0,0,0,0,1666.62,"1666-8-15 00:00:00"
1666,9,-2,-2,-2,-2,-2,1666.71,"1666-9-15 00:00:00"
1666,10,0,0,0,0,0,1666.79,"1666-10-15 00:00:00"
1666,11,0,0,0,0,0,1666.88,"1666-11-15 00:00:00"
1666,12,0,0,0,0,0,1666.96,"1666-12-15 00:00:00"
1667,1,-2,-2,-2,-2,-2,1667.04,"1667-1-15 00:00:00"
1667,2,2,2,2,2,2,1667.12,"1667-2-15 00:00:00"
1667,3,0,0,0,0,0,1667.21,"1667-3-15 00:00:00"
1667,4,-1,-1,-1,-1,-1,1667.29,"1667-4-15 00:00:00"
1667,5,-1,-1,-1,-1,-1,1667.38,"1667-5-15 00:00:00"
1667,6,0,0,0,0,0,1667.46,"1667-6-15 00:00:00"
1667,7,2,2,2,2,2,1667.54,"1667-7-15 00:00:00"
1667,8,-1,-1,-1,-1,-1,1667.62,"1667-8-15 00:00:00"
1667,9,0,0,0,0,0,1667.71,"1667-9-15 00:00:00"
1667,10,0,0,0,0,0,1667.79,"1667-10-15 00:00:00"
1667,11,-2,-2,-2,-2,-2,1667.88,"1667-11-15 00:00:00"
1667,12,0,0,0,0,0,1667.96,"1667-12-15 00:00:00"
1668,1,1,1,1,1,1,1668.04,"1668-1-15 00:00:00"
1668,2,2,2,2,2,2,1668.12,"1668-2-15 00:00:00"
1668,3,-1,-1,-1,-1,-1,1668.21,"1668-3-15 00:00:00"
1668,4,-1,-1,-1,-1,-1,1668.29,"1668-4-15 00:00:00"
1668,5,-1,-1,-1,-1,-1,1668.38,"1668-5-15 00:00:00"
1668,6,-1,-1,-1,-1,-1,1668.46,"1668-6-15 00:00:00"
1668,7,0,0,0,0,0,1668.54,"1668-7-15 00:00:00"
1668,8,-1,-1,-1,-1,-1,1668.62,"1668-8-15 00:00:00"
1668,9,-2,-2,-2,-2,-2,1668.71,"1668-9-15 00:00:00"
1668,10,2,2,2,2,2,1668.79,"1668-10-15 00:00:00"
1668,11,2,2,2,2,2,1668.88,"1668-11-15 00:00:00"
1668,12,2,2,2,2,2,1668.96,"1668-12-15 00:00:00"
1669,1,-1,-1,-1,-1,-1,1669.04,"1669-1-15 00:00:00"
1669,2,1,1,1,1,1,1669.12,"1669-2-15 00:00:00"
1669,3,-1,-1,-1,-1,-1,1669.21,"1669-3-15 00:00:00"
1669,4,0,0,0,0,0,1669.29,"1669-4-15 00:00:00"
1669,5,-1,-1,-1,-1,-1,1669.38,"1669-5-15 00:00:00"
1669,6,2,2,2,2,2,1669.46,"1669-6-15 00:00:00"
1669,7,2,2,2,2,2,1669.54,"1669-7-15 00:00:00"
1669,8,1,1,1,1,1,1669.62,"1669-8-15 00:00:00"
1669,9,1,1,1,1,1,1669.71,"1669-9-15 00:00:00"
1669,10,1,1,1,1,1,1669.79,"1669-10-15 00:00:00"
1669,11,0,0,0,0,0,1669.88,"1669-11-15 00:00:00"
1669,12,-1,-1,-1,-1,-1,1669.96,"1669-12-15 00:00:00"
1670,1,-3,-3,-3,-3,-3,1670.04,"1670-1-15 00:00:00"
1670,2,-2,-2,-2,-2,-2,1670.12,"1670-2-15 00:00:00"
1670,3,0,0,0,0,0,1670.21,"1670-3-15 00:00:00"
1670,4,0,0,0,0,0,1670.29,"1670-4-15 00:00:00"
1670,5,0,0,0,0,0,1670.38,"1670-5-15 00:00:00"
1670,6,0,0,0,0,0,1670.46,"1670-6-15 00:00:00"
1670,7,0,0,0,0,0,1670.54,"1670-7-15 00:00:00"
1670,8,0,0,0,0,0,1670.62,"1670-8-15 00:00:00"
1670,9,0,0,0,0,0,1670.71,"1670-9-15 00:00:00"
1670,10,-1,-1,-1,-1,-1,1670.79,"1670-10-15 00:00:00"
1670,11,-2,-2,-2,-2,-2,1670.88,"1670-11-15 00:00:00"
1670,12,0,0,0,0,0,1670.96,"1670-12-15 00:00:00"
1671,1,2,2,2,2,2,1671.04,"1671-1-15 00:00:00"
1671,2,2,2,2,2,2,1671.12,"1671-2-15 00:00:00"
1671,3,1,1,1,1,1,1671.21,"1671-3-15 00:00:00"
1671,4,1,1,1,1,1,1671.29,"1671-4-15 00:00:00"
1671,5,2,2,2,2,2,1671.38,"1671-5-15 00:00:00"
1671,6,0,0,0,0,0,1671.46,"1671-6-15 00:00:00"
1671,7,1,1,1,1,1,1671.54,"1671-7-15 00:00:00"
1671,8,1,1,1,1,1,1671.62,"1671-8-15 00:00:00"
1671,9,0,0,0,0,0,1671.71,"1671-9-15 00:00:00"
1671,10,1,1,1,1,1,1671.79,"1671-10-15 00:00:00"
1671,11,-1,-1,-1,-1,-1,1671.88,"1671-11-15 00:00:00"
1671,12,0,0,0,0,0,1671.96,"1671-12-15 00:00:00"
1672,1,-2,-2,-2,-2,-2,1672.04,"1672-1-15 00:00:00"
1672,2,-2,-2,-2,-2,-2,1672.12,"1672-2-15 00:00:00"
1672,3,1,1,1,1,1,1672.21,"1672-3-15 00:00:00"
1672,4,-1,-1,-1,-1,-1,1672.29,"1672-4-15 00:00:00"
1672,5,0,0,0,0,0,1672.38,"1672-5-15 00:00:00"
1672,6,0,0,0,0,0,1672.46,"1672-6-15 00:00:00"
1672,7,-2,-2,-2,-2,-2,1672.54,"1672-7-15 00:00:00"
1672,8,-1,-1,-1,-1,-1,1672.62,"1672-8-15 00:00:00"
1672,9,-1,-1,-1,-1,-1,1672.71,"1672-9-15 00:00:00"
1672,10,0,0,0,0,0,1672.79,"1672-10-15 00:00:00"
1672,11,0,0,0,0,0,1672.88,"1672-11-15 00:00:00"
1672,12,0,0,0,0,0,1672.96,"1672-12-15 00:00:00"
1673,1,2,2,2,2,2,1673.04,"1673-1-15 00:00:00"
1673,2,2,2,2,2,2,1673.12,"1673-2-15 00:00:00"
1673,3,0,0,0,0,0,1673.21,"1673-3-15 00:00:00"
1673,4,0,0,0,0,0,1673.29,"1673-4-15 00:00:00"
1673,5,-1,-1,-1,-1,-1,1673.38,"1673-5-15 00:00:00"
1673,6,-2,-2,-2,-2,-2,1673.46,"1673-6-15 00:00:00"
1673,7,-2,-2,-2,-2,-2,1673.54,"1673-7-15 00:00:00"
1673,8,1,1,1,1,1,1673.62,"1673-8-15 00:00:00"
1673,9,-1,-1,-1,-1,-1,1673.71,"1673-9-15 00:00:00"
1673,10,-1,-1,-1,-1,-1,1673.79,"1673-10-15 00:00:00"
1673,11,0,0,0,0,0,1673.88,"1673-11-15 00:00:00"
1673,12,1,1,1,1,1,1673.96,"1673-12-15 00:00:00"
1674,1,-2,-2,-2,-2,-2,1674.04,"1674-1-15 00:00:00"
1674,2,-2,-2,-2,-2,-2,1674.12,"1674-2-15 00:00:00"
1674,3,-2,-2,-2,-2,-2,1674.21,"1674-3-15 00:00:00"
1674,4,0,0,0,0,0,1674.29,"1674-4-15 00:00:00"
1674,5,0,0,0,0,0,1674.38,"1674-5-15 00:00:00"
1674,6,-1,-1,-1,-1,-1,1674.46,"1674-6-15 00:00:00"
1674,7,0,0,0,0,0,1674.54,"1674-7-15 00:00:00"
1674,8,-1,-1,-1,-1,-1,1674.62,"1674-8-15 00:00:00"
1674,9,0,0,0,0,0,1674.71,"1674-9-15 00:00:00"
1674,10,0,0,0,0,0,1674.79,"1674-10-15 00:00:00"
1674,11,-1,-1,-1,-1,-1,1674.88,"1674-11-15 00:00:00"
1674,12,1,1,1,1,1,1674.96,"1674-12-15 00:00:00"
1675,1,2,2,2,2,2,1675.04,"1675-1-15 00:00:00"
1675,2,1,1,1,1,1,1675.12,"1675-2-15 00:00:00"
1675,3,-1,-1,-1,-1,-1,1675.21,"1675-3-15 00:00:00"
1675,4,-1,-1,-1,-1,-1,1675.29,"1675-4-15 00:00:00"
1675,5,-1,-1,-1,-1,-1,1675.38,"1675-5-15 00:00:00"
1675,6,-1,-1,-1,-1,-1,1675.46,"1675-6-15 00:00:00"
1675,7,-1,-1,-1,-1,-1,1675.54,"1675-7-15 00:00:00"
1675,8,0,0,0,0,0,1675.62,"1675-8-15 00:00:00"
1675,9,-1,-1,-1,-1,-1,1675.71,"1675-9-15 00:00:00"
1675,10,-1,-1,-1,-1,-1,1675.79,"1675-10-15 00:00:00"
1675,11,-2,-2,-2,-2,-2,1675.88,"1675-11-15 00:00:00"
1675,12,1,1,1,1,1,1675.96,"1675-12-15 00:00:00"
1676,1,2,2,2,2,2,1676.04,"1676-1-15 00:00:00"
1676,2,2,2,2,2,2,1676.12,"1676-2-15 00:00:00"
1676,3,-2,-2,-2,-2,-2,1676.21,"1676-3-15 00:00:00"
1676,4,-2,-2,-2,-2,-2,1676.29,"1676-4-15 00:00:00"
1676,5,-1,-1,-1,-1,-1,1676.38,"1676-5-15 00:00:00"
1676,6,1,1,1,1,1,1676.46,"1676-6-15 00:00:00"
1676,7,0,0,0,0,0,1676.54,"1676-7-15 00:00:00"
1676,8,-1,-1,-1,-1,-1,1676.62,"1676-8-15 00:00:00"
1676,9,0,0,0,0,0,1676.71,"1676-9-15 00:00:00"
1676,10,-1,-1,-1,-1,-1,1676.79,"1676-10-15 00:00:00"
1676,11,-2,-2,-2,-2,-2,1676.88,"1676-11-15 00:00:00"
1676,12,-2,-2,-2,-2,-2,1676.96,"1676-12-15 00:00:00"
1677,1,0,0,0,0,0,1677.04,"1677-1-15 00:00:00"
1677,2,-1,-1,-1,-1,-1,1677.12,"1677-2-15 00:00:00"
1677,3,0,0,0,0,0,1677.21,"1677-3-15 00:00:00"
1677,4,-1,-1,-1,-1,-1,1677.29,"1677-4-15 00:00:00"
1677,5,-2,-2,-2,-2,-2,1677.38,"1677-5-15 00:00:00"
1677,6,-1,-1,-1,-1,-1,1677.46,"1677-6-15 00:00:00"
1677,7,0,0,0,0,0,1677.54,"1677-7-15 00:00:00"
1677,8,-1,-1,-1,-1,-1,1677.62,"1677-8-15 00:00:00"
1677,9,-1,-1,-1,-1,-1,1677.71,"1677-9-15 00:00:00"
1677,10,-1,-1,-1,-1,-1,1677.79,"1677-10-15 00:00:00"
1677,11,-1,-1,-1,-1,-1,1677.88,"1677-11-15 00:00:00"
1677,12,-1,-1,-1,-1,-1,1677.96,"1677-12-15 00:00:00"
1678,1,2,2,2,2,2,1678.04,"1678-1-15 00:00:00"
1678,2,1,1,1,1,1,1678.12,"1678-2-15 00:00:00"
1678,3,-1,-1,-1,-1,-1,1678.21,"1678-3-15 00:00:00"
1678,4,0,0,0,0,0,1678.29,"1678-4-15 00:00:00"
1678,5,1,1,1,1,1,1678.38,"1678-5-15 00:00:00"
1678,6,0,0,0,0,0,1678.46,"1678-6-15 00:00:00"
1678,7,2,2,2,2,2,1678.54,"1678-7-15 00:00:00"
1678,8,2,2,2,2,2,1678.62,"1678-8-15 00:00:00"
1678,9,2,2,2,2,2,1678.71,"1678-9-15 00:00:00"
1678,10,0,0,0,0,0,1678.79,"1678-10-15 00:00:00"
1678,11,-1,-1,-1,-1,-1,1678.88,"1678-11-15 00:00:00"
1678,12,0,0,0,0,0,1678.96,"1678-12-15 00:00:00"
1679,1,-2,-2,-2,-2,-2,1679.04,"1679-1-15 00:00:00"
1679,2,-1,-1,-1,-1,-1,1679.12,"1679-2-15 00:00:00"
1679,3,-2,-2,-2,-2,-2,1679.21,"1679-3-15 00:00:00"
1679,4,0,0,0,0,0,1679.29,"1679-4-15 00:00:00"
1679,5,0,0,0,0,0,1679.38,"1679-5-15 00:00:00"
1679,6,-1,-1,-1,-1,-1,1679.46,"1679-6-15 00:00:00"
1679,7,0,0,0,0,0,1679.54,"1679-7-15 00:00:00"
1679,8,0,0,0,0,0,1679.62,"1679-8-15 00:00:00"
1679,9,-1,-1,-1,-1,-1,1679.71,"1679-9-15 00:00:00"
1679,10,0,0,0,0,0,1679.79,"1679-10-15 00:00:00"
1679,11,0,0,0,0,0,1679.88,"1679-11-15 00:00:00"
1679,12,0,0,0,0,0,1679.96,"1679-12-15 00:00:00"
1680,1,0,0,0,0,0,1680.04,"1680-1-15 00:00:00"
1680,2,1,1,1,1,1,1680.12,"1680-2-15 00:00:00"
1680,3,0,0,0,0,0,1680.21,"1680-3-15 00:00:00"
1680,4,0,0,0,0,0,1680.29,"1680-4-15 00:00:00"
1680,5,0,0,0,0,0,1680.38,"1680-5-15 00:00:00"
1680,6,0,0,0,0,0,1680.46,"1680-6-15 00:00:00"
1680,7,1,1,1,1,1,1680.54,"1680-7-15 00:00:00"
1680,8,2,2,2,2,2,1680.62,"1680-8-15 00:00:00"
1680,9,1,1,1,1,1,1680.71,"1680-9-15 00:00:00"
1680,10,0,0,0,0,0,1680.79,"1680-10-15 00:00:00"
1680,11,0,0,0,0,0,1680.88,"1680-11-15 00:00:00"
1680,12,-2,-2,-2,-2,-2,1680.96,"1680-12-15 00:00:00"
1681,1,-2,-2,-2,-2,-2,1681.04,"1681-1-15 00:00:00"
1681,2,-2,-2,-2,-2,-2,1681.12,"1681-2-15 00:00:00"
1681,3,-1,-1,-1,-1,-1,1681.21,"1681-3-15 00:00:00"
1681,4,1,1,1,1,1,1681.29,"1681-4-15 00:00:00"
1681,5,-2,-2,-2,-2,-2,1681.38,"1681-5-15 00:00:00"
1681,6,0,0,0,0,0,1681.46,"1681-6-15 00:00:00"
1681,7,0,0,0,0,0,1681.54,"1681-7-15 00:00:00"
1681,8,0,0,0,0,0,1681.62,"1681-8-15 00:00:00"
1681,9,0,0,0,0,0,1681.71,"1681-9-15 00:00:00"
1681,10,0,0,0,0,0,1681.79,"1681-10-15 00:00:00"
1681,11,1,1,1,1,1,1681.88,"1681-11-15 00:00:00"
1681,12,-2,-2,-2,-2,-2,1681.96,"1681-12-15 00:00:00"
1682,1,2,2,2,2,2,1682.04,"1682-1-15 00:00:00"
1682,2,1,1,1,1,1,1682.12,"1682-2-15 00:00:00"
1682,3,0,0,0,0,0,1682.21,"1682-3-15 00:00:00"
1682,4,-1,-1,-1,-1,-1,1682.29,"1682-4-15 00:00:00"
1682,5,0,0,0,0,0,1682.38,"1682-5-15 00:00:00"
1682,6,0,0,0,0,0,1682.46,"1682-6-15 00:00:00"
1682,7,-1,-1,-1,-1,-1,1682.54,"1682-7-15 00:00:00"
1682,8,-1,-1,-1,-1,-1,1682.62,"1682-8-15 00:00:00"
1682,9,-1,-1,-1,-1,-1,1682.71,"1682-9-15 00:00:00"
1682,10,-1,-1,-1,-1,-1,1682.79,"1682-10-15 00:00:00"
1682,11,1,1,1,1,1,1682.88,"1682-11-15 00:00:00"
1682,12,1,1,1,1,1,1682.96,"1682-12-15 00:00:00"
1683,1,0,0,0,0,0,1683.04,"1683-1-15 00:00:00"
1683,2,1,1,1,1,1,1683.12,"1683-2-15 00:00:00"
1683,3,-1,-1,-1,-1,-1,1683.21,"1683-3-15 00:00:00"
1683,4,0,0,0,0,0,1683.29,"1683-4-15 00:00:00"
1683,5,0,0,0,0,0,1683.38,"1683-5-15 00:00:00"
1683,6,1,1,1,1,1,1683.46,"1683-6-15 00:00:00"
1683,7,0,0,0,0,0,1683.54,"1683-7-15 00:00:00"
1683,8,-2,-2,-2,-2,-2,1683.62,"1683-8-15 00:00:00"
1683,9,1,1,1,1,1,1683.71,"1683-9-15 00:00:00"
1683,10,-2,-2,-2,-2,-2,1683.79,"1683-10-15 00:00:00"
1683,11,-2,-2,-2,-2,-2,1683.88,"1683-11-15 00:00:00"
1683,12,-1,-1,-1,-1,-1,1683.96,"1683-12-15 00:00:00"
1684,1,-3,-3,-3,-3,-3,1684.04,"1684-1-15 00:00:00"
1684,2,-2,-2,-2,-2,-2,1684.12,"1684-2-15 00:00:00"
1684,3,-2,-2,-2,-2,-2,1684.21,"1684-3-15 00:00:00"
1684,4,-1,-1,-1,-1,-1,1684.29,"1684-4-15 00:00:00"
1684,5,1,1,1,1,1,1684.38,"1684-5-15 00:00:00"
1684,6,3,3,3,3,3,1684.46,"1684-6-15 00:00:00"
1684,7,2,2,2,2,2,1684.54,"1684-7-15 00:00:00"
1684,8,3,3,3,3,3,1684.62,"1684-8-15 00:00:00"
1684,9,1,1,1,1,1,1684.71,"1684-9-15 00:00:00"
1684,10,0,0,0,0,0,1684.79,"1684-10-15 00:00:00"
1684,11,-2,-2,-2,-2,-2,1684.88,"1684-11-15 00:00:00"
1684,12,-1,-1,-1,-1,-1,1684.96,"1684-12-15 00:00:00"
1685,1,-2,-2,-2,-2,-2,1685.04,"1685-1-15 00:00:00"
1685,2,-1,-1,-1,-1,-1,1685.12,"1685-2-15 00:00:00"
1685,3,-2,-2,-2,-2,-2,1685.21,"1685-3-15 00:00:00"
1685,4,0,0,0,0,0,1685.29,"1685-4-15 00:00:00"
1685,5,-1,-1,-1,-1,-1,1685.38,"1685-5-15 00:00:00"
1685,6,-2,-2,-2,-2,-2,1685.46,"1685-6-15 00:00:00"
1685,7,-2,-2,-2,-2,-2,1685.54,"1685-7-15 00:00:00"
1685,8,0,0,0,0,0,1685.62,"1685-8-15 00:00:00"
1685,9,-1,-1,-1,-1,-1,1685.71,"1685-9-15 00:00:00"
1685,10,0,0,0,0,0,1685.79,"1685-10-15 00:00:00"
1685,11,0,0,0,0,0,1685.88,"1685-11-15 00:00:00"
1685,12,1,1,1,1,1,1685.96,"1685-12-15 00:00:00"
1686,1,2,2,2,2,2,1686.04,"1686-1-15 00:00:00"
1686,2,1,1,1,1,1,1686.12,"1686-2-15 00:00:00"
1686,3,0,0,0,0,0,1686.21,"1686-3-15 00:00:00"
1686,4,0,0,0,0,0,1686.29,"1686-4-15 00:00:00"
1686,5,3,3,3,3,3,1686.38,"1686-5-15 00:00:00"
1686,6,1,1,1,1,1,1686.46,"1686-6-15 00:00:00"
1686,7,0,0,0,0,0,1686.54,"1686-7-15 00:00:00"
1686,8,-1,-1,-1,-1,-1,1686.62,"1686-8-15 00:00:00"
1686,9,0,0,0,0,0,1686.71,"1686-9-15 00:00:00"
1686,10,-1,-1,-1,-1,-1,1686.79,"1686-10-15 00:00:00"
1686,11,0,0,0,0,0,1686.88,"1686-11-15 00:00:00"
1686,12,0,0,0,0,0,1686.96,"1686-12-15 00:00:00"
1687,1,0,0,0,0,0,1687.04,"1687-1-15 00:00:00"
1687,2,0,0,0,0,0,1687.12,"1687-2-15 00:00:00"
1687,3,-1,-1,-1,-1,-1,1687.21,"1687-3-15 00:00:00"
1687,4,0,0,0,0,0,1687.29,"1687-4-15 00:00:00"
1687,5,-1,-1,-1,-1,-1,1687.38,"1687-5-15 00:00:00"
1687,6,0,0,0,0,0,1687.46,"1687-6-15 00:00:00"
1687,7,0,0,0,0,0,1687.54,"1687-7-15 00:00:00"
1687,8,0,0,0,0,0,1687.62,"1687-8-15 00:00:00"
1687,9,0,0,0,0,0,1687.71,"1687-9-15 00:00:00"
1687,10,0,0,0,0,0,1687.79,"1687-10-15 00:00:00"
1687,11,0,0,0,0,0,1687.88,"1687-11-15 00:00:00"
1687,12,0,0,0,0,0,1687.96,"1687-12-15 00:00:00"
1688,1,-2,-2,-2,-2,-2,1688.04,"1688-1-15 00:00:00"
1688,2,-1,-1,-1,-1,-1,1688.12,"1688-2-15 00:00:00"
1688,3,-1,-1,-1,-1,-1,1688.21,"1688-3-15 00:00:00"
1688,4,-1,-1,-1,-1,-1,1688.29,"1688-4-15 00:00:00"
1688,5,-1,-1,-1,-1,-1,1688.38,"1688-5-15 00:00:00"
1688,6,-1,-1,-1,-1,-1,1688.46,"1688-6-15 00:00:00"
1688,7,0,0,0,0,0,1688.54,"1688-7-15 00:00:00"
1688,8,-1,-1,-1,-1,-1,1688.62,"1688-8-15 00:00:00"
1688,9,-1,-1,-1,-1,-1,1688.71,"1688-9-15 00:00:00"
1688,10,0,0,0,0,0,1688.79,"1688-10-15 00:00:00"
1688,11,0,0,0,0,0,1688.88,"1688-11-15 00:00:00"
1688,12,-1,-1,-1,-1,-1,1688.96,"1688-12-15 00:00:00"
1689,1,-1,-1,-1,-1,-1,1689.04,"1689-1-15 00:00:00"
1689,2,0,0,0,0,0,1689.12,"1689-2-15 00:00:00"
1689,3,-2,-2,-2,-2,-2,1689.21,"1689-3-15 00:00:00"
1689,4,0,0,0,0,0,1689.29,"1689-4-15 00:00:00"
1689,5,0,0,0,0,0,1689.38,"1689-5-15 00:00:00"
1689,6,-1,-1,-1,-1,-1,1689.46,"1689-6-15 00:00:00"
1689,7,0,0,0,0,0,1689.54,"1689-7-15 00:00:00"
1689,8,0,0,0,0,0,1689.62,"1689-8-15 00:00:00"
1689,9,-1,-1,-1,-1,-1,1689.71,"1689-9-15 00:00:00"
1689,10,-1,-1,-1,-1,-1,1689.79,"1689-10-15 00:00:00"
1689,11,-2,-2,-2,-2,-2,1689.88,"1689-11-15 00:00:00"
1689,12,0,0,0,0,0,1689.96,"1689-12-15 00:00:00"
1690,1,2,2,2,2,2,1690.04,"1690-1-15 00:00:00"
1690,2,1,1,1,1,1,1690.12,"1690-2-15 00:00:00"
1690,3,-1,-1,-1,-1,-1,1690.21,"1690-3-15 00:00:00"
1690,4,0,0,0,0,0,1690.29,"1690-4-15 00:00:00"
1690,5,-1,-1,-1,-1,-1,1690.38,"1690-5-15 00:00:00"
1690,6,-1,-1,-1,-1,-1,1690.46,"1690-6-15 00:00:00"
1690,7,0,0,0,0,0,1690.54,"1690-7-15 00:00:00"
1690,8,0,0,0,0,0,1690.62,"1690-8-15 00:00:00"
1690,9,-2,-2,-2,-2,-2,1690.71,"1690-9-15 00:00:00"
1690,10,0,0,0,0,0,1690.79,"1690-10-15 00:00:00"
1690,11,0,0,0,0,0,1690.88,"1690-11-15 00:00:00"
1690,12,0,0,0,0,0,1690.96,"1690-12-15 00:00:00"
1691,1,-2,-2,-2,-2,-2,1691.04,"1691-1-15 00:00:00"
1691,2,-2,-2,-2,-2,-2,1691.12,"1691-2-15 00:00:00"
1691,3,0,0,0,0,0,1691.21,"1691-3-15 00:00:00"
1691,4,-2,-2,-2,-2,-2,1691.29,"1691-4-15 00:00:00"
